quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
268	1.0	68	68	0	0	4/4	1	1	1/4	1/4	1		6	78		802
537/2	0.5	68	68	1/8	1/8	4/4	2	1	1/8	1/8	1		7	61		809
269	0.5	68	68	1/4	1/4	4/4	2	1	1/8	1/8	1		6	66		810
269	0.5	68	68	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		803
269	0.5	68	68	1/4	1/4	4/4	1	1	1/8	1/8	1		7	73		803
269	0.5	68	68	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		803
539/2	0.5	68	68	3/8	3/8	4/4	2	1	1/8	1/8	1		7	61		811
539/2	0.5	68	68	3/8	3/8	4/4	1	1	1/8	1/8	1		5	71		804
539/2	0.5	68	68	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		804
539/2	0.5	68	68	3/8	3/8	4/4	1	1	1/8	1/8	1		8	80		804
270	0.5	68	68	1/2	1/2	4/4	2	1	1/8	1/8	1		2	50		812
270	0.5	68	68	1/2	1/2	4/4	1	1	1/8	1/8	1		3	69		805
270	0.5	68	68	1/2	1/2	4/4	1	1	1/8	1/8	1		2	74		805
270	0.5	68	68	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		805
541/2	0.5	68	68	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57		813
541/2	0.5	68	68	5/8	5/8	4/4	1	1	1/8	1/8	1		3	69		806
541/2	0.5	68	68	5/8	5/8	4/4	1	1	1/8	1/8	1		2	74		806
541/2	0.5	68	68	5/8	5/8	4/4	1	1	1/8	1/8	1		8	80		806
271	0.5	68	68	3/4	3/4	4/4	2	1	1/8	1/8	1		6	66		814
271	1.0	68	68	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		807
271	1.0	68	68	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74		807
271	1.0	68	68	3/4	3/4	4/4	1	1	1/4	1/4	1		6	78		807
543/2	0.5	68	68	7/8	7/8	4/4	2	1	1/8	1/8	1		3	57		815
272	0.5	69	69	0	0	4/4	2	1	1/8	1/8	1		3	45		821
272	1.0	69	69	0	0	4/4	1	1	1/4	1/4	1		3	69		816
272	1.0	69	69	0	0	4/4	1	1	1/4	1/4	1		7	73		816
272	1.0	69	69	0	0	4/4	1	1	1/4	1/4	1		4	76		816
545/2	0.5	69	69	1/8	1/8	4/4	2	1	1/8	1/8	1		4	52		822
273	0.5	69	69	1/4	1/4	4/4	2	1	1/8	1/8	1		7	61		823
273	0.5	69	69	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		817
273	0.5	69	69	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		817
273	0.5	69	69	1/4	1/4	4/4	1	1	1/8	1/8	1		7	73		817
547/2	0.5	69	69	3/8	3/8	4/4	2	1	1/8	1/8	1		4	52		824
547/2	0.5	69	69	3/8	3/8	4/4	1	1	1/8	1/8	1		8	68		818
547/2	0.5	69	69	3/8	3/8	4/4	1	1	1/8	1/8	1		3	69		818
547/2	0.5	69	69	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		818
274	0.5	69	69	1/2	1/2	4/4	2	1	1/8	1/8	1		6	42		825
274	1.0	69	69	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		819
274	1.0	69	69	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69		819
274	1.0	69	69	1/2	1/2	4/4	1	1	1/4	1/4	1		7	73		819
549/2	0.5	69	69	5/8	5/8	4/4	2	1	1/8	1/8	1		7	49		826
275	0.5	69	69	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57		827
275	1.0	69	69	3/4	3/4	4/4	1	1	1/4	1/4	1		4	64		820
275	1.0	69	69	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66		820
275	1.0	69	69	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		820
551/2	0.5	69	69	7/8	7/8	4/4	2	1	1/8	1/8	1		7	49		828
276	0.5	70	70	0	0	4/4	2	1	1/8	1/8	1		5	35		830
276	4.0	70	70	0	0	4/4	1	1	1	1	1	1	9	63		829
276	4.0	70	70	0	0	4/4	1	1	1	1	1	1	6	66		829
276	4.0	70	70	0	0	4/4	1	1	1	1	1	1	3	69		829
276	4.0	70	70	0	0	4/4	1	1	1	1	1	1	7	73		829
553/2	0.5	70	70	1/8	1/8	4/4	2	1	1/8	1/8	1		6	42		831
277	0.5	70	70	1/4	1/4	4/4	2	1	1/8	1/8	1		5	47		832
555/2	0.5	70	70	3/8	3/8	4/4	2	1	1/8	1/8	1		6	42		833
278	0.5	70	70	1/2	1/2	4/4	2	1	1/8	1/8	1		6	42		834
557/2	0.5	70	70	5/8	5/8	4/4	2	1	1/8	1/8	1		5	47		835
279	0.5	70	70	3/4	3/4	4/4	2	1	1/8	1/8	1		6	54		836
559/2	0.5	70	70	7/8	7/8	4/4	2	1	1/8	1/8	1		5	47		837
280	0.5	71	71	0	0	4/4	2	1	1/8	1/8	1		5	47		843
280	1.0	71	71	0	0	4/4	1	1	1/4	1/4	1	-1	9	63		838
280	1.0	71	71	0	0	4/4	1	1	1/4	1/4	1	-1	6	66		838
280	1.0	71	71	0	0	4/4	1	1	1/4	1/4	1	-1	3	69		838
280	1.0	71	71	0	0	4/4	1	1	1/4	1/4	1	-1	7	73		838
561/2	0.5	71	71	1/8	1/8	4/4	2	1	1/8	1/8	1		6	54		844
281	0.5	71	71	1/4	1/4	4/4	2	1	1/8	1/8	1		5	59		845
281	0.5	71	71	1/4	1/4	4/4	1	1	1/8	1/8	1		7	61		839
281	0.5	71	71	1/4	1/4	4/4	1	1	1/8	1/8	1		6	66		839
281	0.5	71	71	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		839
563/2	0.5	71	71	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		846
563/2	0.5	71	71	3/8	3/8	4/4	1	1	1/8	1/8	1		7	61		840
563/2	0.5	71	71	3/8	3/8	4/4	1	1	1/8	1/8	1		6	66		840
563/2	0.5	71	71	3/8	3/8	4/4	1	1	1/8	1/8	1		3	69		840
282	0.5	71	71	1/2	1/2	4/4	2	1	1/8	1/8	1		6	42		847
282	1.0	71	71	1/2	1/2	4/4	1	1	1/4	1/4	1		5	59		841
282	1.0	71	71	1/2	1/2	4/4	1	1	1/4	1/4	1		9	63		841
282	1.0	71	71	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		841
565/2	0.5	71	71	5/8	5/8	4/4	2	1	1/8	1/8	1		7	49		848
283	0.5	71	71	3/4	3/4	4/4	2	1	1/8	1/8	1		6	54		849
283	1.0	71	71	3/4	3/4	4/4	1	1	1/4	1/4	1		4	64		842
283	1.0	71	71	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66		842
283	1.0	71	71	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		842
567/2	0.5	71	71	7/8	7/8	4/4	2	1	1/8	1/8	1		7	49		850
284	0.5	72	72	0	0	4/4	2	1	1/8	1/8	1		5	47		856
284	1.0	72	72	0	0	4/4	1	1	1/4	1/4	1		9	63		851
284	1.0	72	72	0	0	4/4	1	1	1/4	1/4	1		3	69		851
284	1.0	72	72	0	0	4/4	1	1	1/4	1/4	1		7	73		851
569/2	0.5	72	72	1/8	1/8	4/4	2	1	1/8	1/8	1		6	54		857
285	0.5	72	72	1/4	1/4	4/4	2	1	1/8	1/8	1		5	59		858
285	0.5	72	72	1/4	1/4	4/4	1	1	1/8	1/8	1		7	61		852
285	0.5	72	72	1/4	1/4	4/4	1	1	1/8	1/8	1		6	66		852
285	0.5	72	72	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		852
571/2	0.5	72	72	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		859
571/2	0.5	72	72	3/8	3/8	4/4	1	1	1/8	1/8	1		7	61		853
571/2	0.5	72	72	3/8	3/8	4/4	1	1	1/8	1/8	1		6	66		853
571/2	0.5	72	72	3/8	3/8	4/4	1	1	1/8	1/8	1		3	69		853
286	0.5	72	72	1/2	1/2	4/4	2	1	1/8	1/8	1		6	42		860
286	1.0	72	72	1/2	1/2	4/4	1	1	1/4	1/4	1		5	59		854
286	1.0	72	72	1/2	1/2	4/4	1	1	1/4	1/4	1		9	63		854
286	1.0	72	72	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		854
573/2	0.5	72	72	5/8	5/8	4/4	2	1	1/8	1/8	1		7	49		861
287	0.5	72	72	3/4	3/4	4/4	2	1	1/8	1/8	1		6	54		862
287	1.0	72	72	3/4	3/4	4/4	1	1	1/4	1/4	1		4	64		855
287	1.0	72	72	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66		855
287	1.0	72	72	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		855
575/2	0.5	72	72	7/8	7/8	4/4	2	1	1/8	1/8	1		7	49		863
288	0.5	73	73	0	0	4/4	2	1	1/8	1/8	1		5	47		867
288	1.0	73	73	0	0	4/4	1	1	1/4	1/4	1		9	63		864
288	1.0	73	73	0	0	4/4	1	1	1/4	1/4	1		3	69		864
288	1.0	73	73	0	0	4/4	1	1	1/4	1/4	1		7	73		864
577/2	0.5	73	73	1/8	1/8	4/4	2	1	1/8	1/8	1		6	54		868
289	0.5	73	73	1/4	1/4	4/4	2	1	1/8	1/8	1		5	59		869
289	2.0	73	73	1/4	1/4	4/4	1	1	1/2	1/2	1		7	61		865
289	2.0	73	73	1/4	1/4	4/4	1	1	1/2	1/2	1		6	66		865
289	2.0	73	73	1/4	1/4	4/4	1	1	1/2	1/2	1		3	69		865
579/2	0.5	73	73	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		870
290	0.5	73	73	1/2	1/2	4/4	2	1	1/8	1/8	1		6	42		871
581/2	0.5	73	73	5/8	5/8	4/4	2	1	1/8	1/8	1		7	49		872
291	0.5	73	73	3/4	3/4	4/4	2	1	1/8	1/8	1		6	54		873
291	1.0	73	73	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66		866
291	1.0	73	73	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		866
291	1.0	73	73	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73		866
583/2	0.5	73	73	7/8	7/8	4/4	2	1	1/8	1/8	1		7	49		874
292	0.5	74	74	0	0	4/4	1	1	1/8	1/8	1		8	68		875
292	0.5	74	74	0	0	4/4	1	1	1/8	1/8	1		9	75		875
585/2	0.5	74	74	1/8	1/8	4/4	1	1	1/8	1/8	1		9	63		876
293	0.5	74	74	1/4	1/4	4/4	2	1	1/8	1/8	1		8	32		879
293	0.5	74	74	1/4	1/4	4/4	2	1	1/8	1/8	1		9	39		879
587/2	0.5	74	74	3/8	3/8	4/4	2	1	1/8	1/8	1		8	44		880
294	0.5	74	74	1/2	1/2	4/4	2	1	1/8	1/8	1		8	44		881
589/2	0.5	74	74	5/8	5/8	4/4	2	1	1/8	1/8	1		9	51		882
295	0.5	74	74	3/4	3/4	4/4	1	1	1/8	1/8	1		9	63		877
591/2	0.5	74	74	7/8	7/8	4/4	1	1	1/8	1/8	1		8	56		878
296	0.5	75	75	0	0	4/4	2	1	1/8	1/8	1		8	56		889
593/2	0.5	75	75	1/8	1/8	4/4	2	1	1/8	1/8	1		9	63		890
297	0.5	75	75	1/4	1/4	4/4	1	1	1/8	1/8	1		9	75		883
595/2	0.5	75	75	3/8	3/8	4/4	1	1	1/8	1/8	1		8	68		884
298	0.5	75	75	1/2	1/2	4/4	1	1	1/8	1/8	1		8	68		885
597/2	0.5	75	75	5/8	5/8	4/4	1	1	1/8	1/8	1		9	75		886
299	0.5	75	75	3/4	3/4	4/4	1	1	1/8	1/8	1		9	87		887
599/2	0.5	75	75	7/8	7/8	4/4	1	1	1/8	1/8	1		8	80		888
300	0.5	76	76	0	0	4/4	2	1	1/8	1/8	1		-4	68		897
300	2.0	76	76	0	0	4/4	1	2	1/2	1/2	1		0	84		895
300	1.0	76	76	0	0	4/4	1	1	1/4	1/4	1		-3	87		891
601/2	0.5	76	76	1/8	1/8	4/4	2	1	1/8	1/8	1		0	72		898
301	0.5	76	76	1/4	1/4	4/4	2	1	1/8	1/8	1		-3	75		899
301	1.0	76	76	1/4	1/4	4/4	1	1	1/4	1/4	1		0	84		892
603/2	0.5	76	76	3/8	3/8	4/4	2	1	1/8	1/8	1		0	72		900
302	0.5	76	76	1/2	1/2	4/4	2	1	1/8	1/8	1		-4	68		901
302	2.0	76	76	1/2	1/2	4/4	1	2	1/2	1/2	1		5	83		896
302	1.0	76	76	1/2	1/2	4/4	1	1	1/4	1/4	1		-3	87		893
605/2	0.5	76	76	5/8	5/8	4/4	2	1	1/8	1/8	1		5	71		902
303	0.5	76	76	3/4	3/4	4/4	2	1	1/8	1/8	1		-3	75		903
303	1.0	76	76	3/4	3/4	4/4	1	1	1/4	1/4	1		1	91		894
607/2	0.5	76	76	7/8	7/8	4/4	2	1	1/8	1/8	1		5	71		904
304	0.5	77	77	0	0	4/4	2	1	1/8	1/8	1		-4	68		910
304	2.0	77	77	0	0	4/4	1	2	1/2	1/2	1		0	84		908
304	2.0	77	77	0	0	4/4	1	1	1/2	1/2	1		-3	87		905
609/2	0.5	77	77	1/8	1/8	4/4	2	1	1/8	1/8	1		0	72		911
305	0.5	77	77	1/4	1/4	4/4	2	1	1/8	1/8	1		-3	75		912
611/2	0.5	77	77	3/8	3/8	4/4	2	1	1/8	1/8	1		0	72		913
306	0.5	77	77	1/2	1/2	4/4	2	1	1/8	1/8	1		1	67		914
306	2.0	77	77	1/2	1/2	4/4	1	2	1/2	1/2	1	1	-4	80		909
306	1.0	77	77	1/2	1/2	4/4	1	1	1/4	1/4	1		0	84		906
613/2	0.5	77	77	5/8	5/8	4/4	2	1	1/8	1/8	1		-4	68		915
307	0.5	77	77	3/4	3/4	4/4	2	1	1/8	1/8	1		0	72		916
307	1.0	77	77	3/4	3/4	4/4	1	1	1/4	1/4	1		-3	87		907
615/2	0.5	77	77	7/8	7/8	4/4	2	1	1/8	1/8	1		1	67		917
308	0.5	78	78	0	0	4/4	2	1	1/8	1/8	1		-1	65		925
308	2.0	78	78	0	0	4/4	1	2	1/2	1/2	1	-1	-4	80		923
308	0.6666666666666666	78	78	0	0	4/4	1	1	1/6	1/4	2/3		0	84		918
617/2	0.5	78	78	1/8	1/8	4/4	2	1	1/8	1/8	1		-4	68		926
926/3	0.6666666666666666	78	78	1/6	1/6	4/4	1	1	1/6	1/4	2/3		-2	82		919
309	0.5	78	78	1/4	1/4	4/4	2	1	1/8	1/8	1		0	72		927
928/3	0.6666666666666666	78	78	1/3	1/3	4/4	1	1	1/6	1/4	2/3		0	84		920
619/2	0.5	78	78	3/8	3/8	4/4	2	1	1/8	1/8	1		-4	68		928
310	0.5	78	78	1/2	1/2	4/4	2	1	1/8	1/8	1		-3	63		929
310	2.0	78	78	1/2	1/2	4/4	1	2	1/2	1/2	1		1	79		924
310	1.0	78	78	1/2	1/2	4/4	1	1	1/4	1/4	1		-4	80		921
621/2	0.5	78	78	5/8	5/8	4/4	2	1	1/8	1/8	1		1	67		930
311	0.5	78	78	3/4	3/4	4/4	2	1	1/8	1/8	1		-4	68		931
311	1.0	78	78	3/4	3/4	4/4	1	1	1/4	1/4	1		0	84		922
623/2	0.5	78	78	7/8	7/8	4/4	2	1	1/8	1/8	1		1	67		932
312	0.5	79	79	0	0	4/4	2	1	1/8	1/8	1		-5	61		937
312	2.0	79	79	0	0	4/4	1	2	1/2	1/2	1		-1	77		936
312	2.0	79	79	0	0	4/4	1	1	1/2	1/2	1		-2	82		933
625/2	0.5	79	79	1/8	1/8	4/4	2	1	1/8	1/8	1		-1	65		938
313	0.5	79	79	1/4	1/4	4/4	2	1	1/8	1/8	1		-4	68		939
627/2	0.5	79	79	3/8	3/8	4/4	2	1	1/8	1/8	1		-1	65		940
314	0.5	79	79	1/2	1/2	4/4	2	1	1/8	1/8	1		-3	63		941
314	1.0	79	79	1/2	1/2	4/4	1	1	1/4	1/4	1		-2	70		934
629/2	0.5	79	79	5/8	5/8	4/4	2	1	1/8	1/8	1		-1	65		942
315	0.5	79	79	3/4	3/4	4/4	2	1	1/8	1/8	1		-4	68		943
315	1.0	79	79	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72		935
631/2	0.5	79	79	7/8	7/8	4/4	2	1	1/8	1/8	1		-1	65		944
316	0.5	80	80	0	0	4/4	2	1	1/8	1/8	1		-1	65		948
316	2.0	80	80	0	0	4/4	2	2	1/2	1/2	1		-1	65		956
316	2.0	80	80	0	0	4/4	1	1	1/2	1/2	1		-5	73		945
633/2	0.5	80	80	1/8	1/8	4/4	2	1	1/8	1/8	1		-4	68		949
317	0.5	80	80	1/4	1/4	4/4	2	1	1/8	1/8	1		-2	70		950
635/2	0.5	80	80	3/8	3/8	4/4	2	1	1/8	1/8	1		-4	68		951
318	0.5	80	80	1/2	1/2	4/4	2	1	1/8	1/8	1		-3	63		952
318	2.0	80	80	1/2	1/2	4/4	2	2	1/2	1/2	1		-3	63		957
318	1.0	80	80	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72		946
637/2	0.5	80	80	5/8	5/8	4/4	2	1	1/8	1/8	1		1	67		953
319	0.5	80	80	3/4	3/4	4/4	2	1	1/8	1/8	1		-4	68		954
319	1.0	80	80	3/4	3/4	4/4	1	1	1/4	1/4	1		-1	77		947
639/2	0.5	80	80	7/8	7/8	4/4	2	1	1/8	1/8	1		1	67		955
320	0.5	81	81	0	0	4/4	2	1	1/8	1/8	1		-5	61		961
320	2.0	81	81	0	0	4/4	2	2	1/2	1/2	1		-5	61		969
320	2.0	81	81	0	0	4/4	1	1	1/2	1/2	1		-2	70		958
641/2	0.5	81	81	1/8	1/8	4/4	2	1	1/8	1/8	1		-1	65		962
321	0.5	81	81	1/4	1/4	4/4	2	1	1/8	1/8	1		1	67		963
643/2	0.5	81	81	3/8	3/8	4/4	2	1	1/8	1/8	1		-1	65		964
322	0.5	81	81	1/2	1/2	4/4	2	1	1/8	1/8	1		0	60		965
322	2.0	81	81	1/2	1/2	4/4	2	2	1/2	1/2	1		0	60		970
322	1.0	81	81	1/2	1/2	4/4	1	1	1/4	1/4	1		-4	68		959
645/2	0.5	81	81	5/8	5/8	4/4	2	1	1/8	1/8	1		-3	63		966
323	0.5	81	81	3/4	3/4	4/4	2	1	1/8	1/8	1		-1	65		967
323	1.0	81	81	3/4	3/4	4/4	1	1	1/4	1/4	1		-1	77		960
647/2	0.5	81	81	7/8	7/8	4/4	2	1	1/8	1/8	1		-3	63		968
324	0.5	82	82	0	0	4/4	2	1	1/8	1/8	1		-2	58		974
324	2.0	82	82	0	0	4/4	2	2	1/2	1/2	1		-2	58		982
324	2.0	82	82	0	0	4/4	1	1	1/2	1/2	1		1	67		971
649/2	0.5	82	82	1/8	1/8	4/4	2	1	1/8	1/8	1		-5	61		975
325	0.5	82	82	1/4	1/4	4/4	2	1	1/8	1/8	1		-3	63		976
651/2	0.5	82	82	3/8	3/8	4/4	2	1	1/8	1/8	1		-5	61		977
326	0.5	82	82	1/2	1/2	4/4	2	1	1/8	1/8	1		-4	56		978
326	2.0	82	82	1/2	1/2	4/4	2	2	1/2	1/2	1		-4	56		983
326	1.0	82	82	1/2	1/2	4/4	1	1	1/4	1/4	1		-1	65		972
653/2	0.5	82	82	5/8	5/8	4/4	2	1	1/8	1/8	1		0	60		979
327	0.5	82	82	3/4	3/4	4/4	2	1	1/8	1/8	1		-5	61		980
327	1.0	82	82	3/4	3/4	4/4	1	1	1/4	1/4	1		-1	77		973
655/2	0.5	82	82	7/8	7/8	4/4	2	1	1/8	1/8	1		0	60		981
328	0.5	83	83	0	0	4/4	2	1	1/8	1/8	1		1	55		985
328	2.0	83	83	0	0	4/4	2	2	1/2	1/2	1		1	55		993
328	4.0	83	83	0	0	4/4	1	1	1	1	1	1	-3	63		984
657/2	0.5	83	83	1/8	1/8	4/4	2	1	1/8	1/8	1		-2	58		986
329	0.5	83	83	1/4	1/4	4/4	2	1	1/8	1/8	1		-5	61		987
659/2	0.5	83	83	3/8	3/8	4/4	2	1	1/8	1/8	1		-2	58		988
330	0.5	83	83	1/2	1/2	4/4	2	1	1/8	1/8	1		-1	53		989
330	1.0	83	83	1/2	1/2	4/4	2	2	1/4	1/4	1		-1	53		994
661/2	0.5	83	83	5/8	5/8	4/4	2	1	1/8	1/8	1		-2	58		990
661/2	0.5	83	83	5/8	5/8	4/4	2	1	1/8	1/8	1		-5	61		990
331	0.5	83	83	3/4	3/4	4/4	2	1	1/8	1/8	1		-3	51		991
331	1.0	83	83	3/4	3/4	4/4	2	2	1/4	1/4	1		-3	51		995
663/2	0.5	83	83	7/8	7/8	4/4	2	1	1/8	1/8	1		-2	58		992
663/2	0.5	83	83	7/8	7/8	4/4	2	1	1/8	1/8	1		-5	61		992
332	0.5	84	84	0	0	4/4	2	1	1/8	1/8	1		-4	44		1001
332	1.0	84	84	0	0	4/4	1	1	1/4	1/4	1	-1	-3	63		996
665/2	0.5	84	84	1/8	1/8	4/4	2	1	1/8	1/8	1		-3	51		1002
333	0.5	84	84	1/4	1/4	4/4	2	1	1/8	1/8	1		-4	44		1003
333	1.0	84	84	1/4	1/4	4/4	1	1	1/4	1/4	1		0	60		997
667/2	0.5	84	84	3/8	3/8	4/4	2	1	1/8	1/8	1		-3	51		1004
334	0.5	84	84	1/2	1/2	4/4	2	1	1/8	1/8	1		1	43		1005
334	2.0	84	84	1/2	1/2	4/4	1	2	1/2	1/2	1		5	59		1000
334	1.0	84	84	1/2	1/2	4/4	1	1	1/4	1/4	1		-3	63		998
669/2	0.5	84	84	5/8	5/8	4/4	2	1	1/8	1/8	1		-3	51		1006
335	0.5	84	84	3/4	3/4	4/4	2	1	1/8	1/8	1		1	43		1007
335	1.0	84	84	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67		999
671/2	0.5	84	84	7/8	7/8	4/4	2	1	1/8	1/8	1		-3	51		1008
336	0.5	85	85	0	0	4/4	2	1	1/8	1/8	1		-4	44		1014
336	2.0	85	85	0	0	4/4	1	2	1/2	1/2	1		0	60		1012
336	2.0	85	85	0	0	4/4	1	1	1/2	1/2	1		-3	63		1009
673/2	0.5	85	85	1/8	1/8	4/4	2	1	1/8	1/8	1		-3	51		1015
337	0.5	85	85	1/4	1/4	4/4	2	1	1/8	1/8	1		-4	44		1016
675/2	0.5	85	85	3/8	3/8	4/4	2	1	1/8	1/8	1		-3	51		1017
338	0.5	85	85	1/2	1/2	4/4	2	1	1/8	1/8	1		1	43		1018
338	2.0	85	85	1/2	1/2	4/4	1	2	1/2	1/2	1		-2	58		1013
338	1.0	85	85	1/2	1/2	4/4	1	1	1/4	1/4	1		0	60		1010
677/2	0.5	85	85	5/8	5/8	4/4	2	1	1/8	1/8	1		-3	51		1019
339	0.5	85	85	3/4	3/4	4/4	2	1	1/8	1/8	1		1	43		1020
339	1.0	85	85	3/4	3/4	4/4	1	1	1/4	1/4	1		-3	63		1011
679/2	0.5	85	85	7/8	7/8	4/4	2	1	1/8	1/8	1		-3	51		1021
340	0.5	86	86	0	0	4/4	2	1	1/8	1/8	1		-1	41		1029
340	2.0	86	86	0	0	4/4	1	2	1/2	1/2	1		-4	56		1027
340	0.6666666666666666	86	86	0	0	4/4	1	1	1/6	1/4	2/3		0	60		1022
681/2	0.5	86	86	1/8	1/8	4/4	2	1	1/8	1/8	1		0	48		1030
1022/3	0.6666666666666666	86	86	1/6	1/6	4/4	1	1	1/6	1/4	2/3		-2	58		1023
341	0.5	86	86	1/4	1/4	4/4	2	1	1/8	1/8	1		-1	41		1031
1024/3	0.6666666666666666	86	86	1/3	1/3	4/4	1	1	1/6	1/4	2/3		0	60		1024
683/2	0.5	86	86	3/8	3/8	4/4	2	1	1/8	1/8	1		0	48		1032
342	0.5	86	86	1/2	1/2	4/4	2	1	1/8	1/8	1		-3	39		1033
342	2.0	86	86	1/2	1/2	4/4	1	2	1/2	1/2	1		1	55		1028
342	1.0	86	86	1/2	1/2	4/4	1	1	1/4	1/4	1		-4	56		1025
685/2	0.5	86	86	5/8	5/8	4/4	2	1	1/8	1/8	1		0	48		1034
343	0.5	86	86	3/4	3/4	4/4	2	1	1/8	1/8	1		-3	39		1035
343	1.0	86	86	3/4	3/4	4/4	1	1	1/4	1/4	1		0	60		1026
687/2	0.5	86	86	7/8	7/8	4/4	2	1	1/8	1/8	1		0	48		1036
344	0.5	87	87	0	0	4/4	2	1	1/8	1/8	1		-4	32		1042
344	2.0	87	87	0	0	4/4	1	2	1/2	1/2	1	1	2	50		1040
344	2.0	87	87	0	0	4/4	1	2	1/2	1/2	1	1	-1	53		1040
344	2.0	87	87	0	0	4/4	1	1	1/2	1/2	1		-2	58		1037
689/2	0.5	87	87	1/8	1/8	4/4	2	1	1/8	1/8	1		-4	44		1043
345	0.5	87	87	1/4	1/4	4/4	2	1	1/8	1/8	1		-4	32		1044
691/2	0.5	87	87	3/8	3/8	4/4	2	1	1/8	1/8	1		-4	44		1045
346	0.5	87	87	1/2	1/2	4/4	2	1	1/8	1/8	1		-4	32		1046
346	2.0	87	87	1/2	1/2	4/4	1	2	1/2	1/2	1	-1	2	50		1041
346	2.0	87	87	1/2	1/2	4/4	1	2	1/2	1/2	1	-1	-1	53		1041
346	1.0	87	87	1/2	1/2	4/4	1	1	1/4	1/4	1		-4	56		1038
693/2	0.5	87	87	5/8	5/8	4/4	2	1	1/8	1/8	1		-4	44		1047
347	0.5	87	87	3/4	3/4	4/4	2	1	1/8	1/8	1		-4	32		1048
347	1.0	87	87	3/4	3/4	4/4	1	1	1/4	1/4	1		-2	58		1039
695/2	0.5	87	87	7/8	7/8	4/4	2	1	1/8	1/8	1		-4	44		1049
348	0.5	88	88	0	0	4/4	2	1	1/8	1/8	1		8	44		1055
348	1.0	88	88	0	0	4/4	1	1	1/4	1/4	1		4	64		1050
348	1.0	88	88	0	0	4/4	1	1	1/4	1/4	1		8	68		1050
348	1.0	88	88	0	0	4/4	1	1	1/4	1/4	1		5	71		1050
697/2	0.5	88	88	1/8	1/8	4/4	2	1	1/8	1/8	1		4	52		1056
349	0.5	88	88	1/4	1/4	4/4	2	1	1/8	1/8	1		5	59		1057
349	0.5	88	88	1/4	1/4	4/4	1	1	1/8	1/8	1		4	64		1051
349	0.5	88	88	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		1051
699/2	0.5	88	88	3/8	3/8	4/4	2	1	1/8	1/8	1		4	52		1058
699/2	0.5	88	88	3/8	3/8	4/4	1	1	1/8	1/8	1		4	64		1052
699/2	0.5	88	88	3/8	3/8	4/4	1	1	1/8	1/8	1		8	68		1052
350	0.5	88	88	1/2	1/2	4/4	2	1	1/8	1/8	1		8	44		1059
350	1.0	88	88	1/2	1/2	4/4	1	1	1/4	1/4	1		4	64		1053
350	1.0	88	88	1/2	1/2	4/4	1	1	1/4	1/4	1		8	68		1053
701/2	0.5	88	88	5/8	5/8	4/4	2	1	1/8	1/8	1		4	52		1060
351	0.5	88	88	3/4	3/4	4/4	2	1	1/8	1/8	1		5	59		1061
351	1.0	88	88	3/4	3/4	4/4	1	1	1/4	1/4	1		4	64		1054
351	1.0	88	88	3/4	3/4	4/4	1	1	1/4	1/4	1		8	68		1054
351	1.0	88	88	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71		1054
703/2	0.5	88	88	7/8	7/8	4/4	2	1	1/8	1/8	1		4	52		1062
352	0.5	89	89	0	0	4/4	2	1	1/8	1/8	1		8	44		1069
352	1.0	89	89	0	0	4/4	1	1	1/4	1/4	1		4	64		1063
352	1.0	89	89	0	0	4/4	1	1	1/4	1/4	1		8	68		1063
352	1.0	89	89	0	0	4/4	1	1	1/4	1/4	1		7	73		1063
